,ISBN,User-ID,Book-Title,Book-Author,Publisher,Book-Rating,Image-URL-M
16906,0590379909,99955.0,Santa Paws Come Home (Santa Paws),Nicholas Edwards,Apple,0.0,http://images.amazon.com/images/P/0590379909.01.MZZZZZZZ.jpg
16907,0060156333,184299.0,Sandeagozu,Janann V. Jenner,Harpercollins,0.0,http://images.amazon.com/images/P/0060156333.01.MZZZZZZZ.jpg
16908,0553292552,213350.0,Quoth the Raven,Jane Haddam,Bantam,0.0,http://images.amazon.com/images/P/0553292552.01.MZZZZZZZ.jpg
16909,0821772589,236959.0,Conqueror (Zebra Ballad Romance),Kathryn Hockett,Zebra Books,0.0,http://images.amazon.com/images/P/0821772589.01.MZZZZZZZ.jpg
16910,0399126333,231210.0,Cruiser dreams,Janet Morris,Putnam,0.0,http://images.amazon.com/images/P/0399126333.01.MZZZZZZZ.jpg
16911,0679438327,277639.0,"Memnoch, the Devil (Vampire Chronicles)",ANNE RICE,Random House Audio,0.0,http://images.amazon.com/images/P/0679438327.01.MZZZZZZZ.jpg
16912,1551666758,147965.0,The Perfect Lie,Dinah Mccall,Mira,0.0,http://images.amazon.com/images/P/1551666758.01.MZZZZZZZ.jpg
16913,0446391301,92861.0,Geek Love,Katherine Dunn,Warner Books,0.0,http://images.amazon.com/images/P/0446391301.01.MZZZZZZZ.jpg
16914,0316168688,139359.0,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,"Little, Brown",8.0,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg
16915,055357602X,125779.0,In a Class by Itself,Sandra Brown,Bantam Books,0.0,http://images.amazon.com/images/P/055357602X.01.MZZZZZZZ.jpg
16916,0586087362,161899.0,Cuisine Novella,Antoine Laurent,HarperCollins Publishers,0.0,http://images.amazon.com/images/P/0586087362.01.MZZZZZZZ.jpg
16917,157859135X,165503.0,"The Death and Afterlife Book: The Encyclopedia of Death, Near Death, and Life After Death",James R. Lewis,Visible Ink Press,10.0,http://images.amazon.com/images/P/157859135X.01.MZZZZZZZ.jpg
16918,0449148408,102967.0,False Prophet: A Peter Decker/Rina Lazarus Mystery (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,Fawcett Books,0.0,http://images.amazon.com/images/P/0449148408.01.MZZZZZZZ.jpg
16919,0671880187,142524.0,Kitchen,Banana Yoshimoto,Washington Square Press,0.0,http://images.amazon.com/images/P/0671880187.01.MZZZZZZZ.jpg
16920,0553575260,156269.0,A Free Man of Color (Benjamin January (Paperback)),Barbara Hambly,Bantam Books,0.0,http://images.amazon.com/images/P/0553575260.01.MZZZZZZZ.jpg
16921,0451410556,81360.0,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,Onyx Books,8.0,http://images.amazon.com/images/P/0451410556.01.MZZZZZZZ.jpg
16922,0451129504,76352.0,Godplayer,Robin Cook,Penguin Putnam~mass,0.0,http://images.amazon.com/images/P/0451129504.01.MZZZZZZZ.jpg
16923,0515092061,123981.0,The Rebels (Kent Family Chronicles (Paperback)),John Jakes,Jove Books,0.0,http://images.amazon.com/images/P/0515092061.01.MZZZZZZZ.jpg
16924,0380435543,156269.0,Listening Woman,Tony Hillerman,Harpercollins Juvenile Books,7.0,http://images.amazon.com/images/P/0380435543.01.MZZZZZZZ.jpg
16925,0425171884,124597.0,Shadow Watch (Tom Clancy's Power Plays (Paperback)),Tom Clancy,Berkley Publishing Group,0.0,http://images.amazon.com/images/P/0425171884.01.MZZZZZZZ.jpg
16926,0385335482,141439.0,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,Delta,8.0,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg
16927,155074089X,238541.0,Taking the long way home (Maggie and Cyril),Ted Staunton,Kids Can Press,0.0,http://images.amazon.com/images/P/155074089X.01.MZZZZZZZ.jpg
16928,0061009059,154627.0,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,HarperTorch,7.0,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg
16929,0451452755,204.0,The Catswold Portal,Shirley Rousseau Murphy,Roc,0.0,http://images.amazon.com/images/P/0451452755.01.MZZZZZZZ.jpg
16930,037348481X,264637.0,Turning Point,Sharon Sala,Silhouette,5.0,http://images.amazon.com/images/P/037348481X.01.MZZZZZZZ.jpg
16931,0380730138,138844.0,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,Perennial,8.0,http://images.amazon.com/images/P/0380730138.01.MZZZZZZZ.jpg
16932,0812576403,207385.0,The Light of Other Days,Arthur C. Clarke,Tor Books,7.0,http://images.amazon.com/images/P/0812576403.01.MZZZZZZZ.jpg
16933,0553293354,224650.0,Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,Spectra,6.0,http://images.amazon.com/images/P/0553293354.01.MZZZZZZZ.jpg
16934,0756401100,218086.0,"Sorcery Rising (Fool's Gold, Book 1)",Jude Fisher,Daw Books,5.0,http://images.amazon.com/images/P/0756401100.01.MZZZZZZZ.jpg
16935,0099726408,16943.0,Shocking and Controversial Expose of Life in the Jackson Family,Latoya Jackson,Music Book Services,0.0,http://images.amazon.com/images/P/0099726408.01.MZZZZZZZ.jpg
16936,039914286X,136205.0,The Cat Who Could Read Backwards (Cat Who... (Hardcover)),Lilian Jackson Braun,Putnam Pub Group,6.0,http://images.amazon.com/images/P/039914286X.01.MZZZZZZZ.jpg
16937,037322771X,11676.0,Just Before Dawn (Harlequin Intrigue Series),Joanna Wayne,Harlequin,9.0,http://images.amazon.com/images/P/037322771X.01.MZZZZZZZ.jpg
16938,0440222915,132572.0,Outlander,DIANA GABALDON,Dell,5.0,http://images.amazon.com/images/P/0440222915.01.MZZZZZZZ.jpg
16939,0385296495,115503.0,Zoya,Danielle Steel,Delacorte Press,0.0,http://images.amazon.com/images/P/0385296495.01.MZZZZZZZ.jpg
16940,0345328949,93363.0,Robots and Empire,Isaac Asimov,Del Rey Books,0.0,http://images.amazon.com/images/P/0345328949.01.MZZZZZZZ.jpg
16941,0688802834,127359.0,The Magicians of Caprona,Diana Wynne Jones,Harpercollins Juvenile Books,0.0,http://images.amazon.com/images/P/0688802834.01.MZZZZZZZ.jpg
16942,0140280529,56959.0,Blind Date,Frances Fyfield,Penguin Books,0.0,http://images.amazon.com/images/P/0140280529.01.MZZZZZZZ.jpg
16943,1591823145,199209.0,"Battle Royale, Book 1",Koushun Takami,TokyoPop,4.0,http://images.amazon.com/images/P/1591823145.01.MZZZZZZZ.jpg
16944,1573229326,114596.0,How to Be Good,Nick Hornby,Riverhead Books,0.0,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg
16945,0061093343,73196.0,Fault Lines,Anne Rivers Siddons,HarperTorch,0.0,http://images.amazon.com/images/P/0061093343.01.MZZZZZZZ.jpg
16946,0140251456,227625.0,Small Ceremonies,Carol Shields,Penguin Books,8.0,http://images.amazon.com/images/P/0140251456.01.MZZZZZZZ.jpg
16947,014010397X,74665.0,The Heart of the Country (King Penguin),Fay Weldon,Penguin USA,0.0,http://images.amazon.com/images/P/014010397X.01.MZZZZZZZ.jpg
16948,0743457269,190981.0,A Knight in Shining Armor,Jude Deveraux,Pocket,0.0,http://images.amazon.com/images/P/0743457269.01.MZZZZZZZ.jpg
16949,0425104168,18082.0,Acts of Kindness,Charlotte Vale Allen,Berkley Pub Group,8.0,http://images.amazon.com/images/P/0425104168.01.MZZZZZZZ.jpg
16950,0312975651,125287.0,Our Husband,Stephanie Bond,St. Martin's Press,5.0,http://images.amazon.com/images/P/0312975651.01.MZZZZZZZ.jpg
16951,0590386158,278418.0,Four Happy Teletubbies (Teletubbies),Scholastic Books,Scholastic,0.0,http://images.amazon.com/images/P/0590386158.01.MZZZZZZZ.jpg
16952,0812517725,252846.0,"The Great Hunt (The Wheel of Time, Book 2)",Robert Jordan,Tor Fantasy,9.0,http://images.amazon.com/images/P/0812517725.01.MZZZZZZZ.jpg
16953,0413144402,76626.0,The Unrepeatable If...,Steve Bell,Arrow (A Division of Random House Group),9.0,http://images.amazon.com/images/P/0413144402.01.MZZZZZZZ.jpg
16954,0395636272,220664.0,The Best American Short Stories 1993,Louise Erdrich,Houghton Mifflin,0.0,http://images.amazon.com/images/P/0395636272.01.MZZZZZZZ.jpg
16955,0312092539,194600.0,The Body's Memory,Jean Stewart,St. Martin's Press,7.0,http://images.amazon.com/images/P/0312092539.01.MZZZZZZZ.jpg
16956,344244554X,41347.0,Das Echo.,Minette Walters,Goldmann,6.0,http://images.amazon.com/images/P/344244554X.01.MZZZZZZZ.jpg
16957,0061092568,74689.0,Homemade Sin (Callahan Garrity Mysteries (Paperback)),Kathy Hogan Trocheck,Avon,7.0,http://images.amazon.com/images/P/0061092568.01.MZZZZZZZ.jpg
16958,0812559894,12538.0,Zork #04 Conquest at (Zork),Eric Meretzky,Tor Books,0.0,http://images.amazon.com/images/P/0812559894.01.MZZZZZZZ.jpg
16959,0393050939,95359.0,Stiff: The Curious Lives of Human Cadavers,Mary Roach,W. W. Norton &amp; Company,9.0,http://images.amazon.com/images/P/0393050939.01.MZZZZZZZ.jpg
16960,1583224912,110853.0,Sent by Earth: A Message from the Grandmother Spirit After the Bombing of the World Trade Center and the Pentagon,Alice Walker,Seven Stories Press,0.0,http://images.amazon.com/images/P/1583224912.01.MZZZZZZZ.jpg
16961,093500839X,11676.0,Spiritual Man,Watchman Nee,Christian Fellowship Publishers,0.0,http://images.amazon.com/images/P/093500839X.01.MZZZZZZZ.jpg
16962,0812516427,268932.0,Fun &amp; Funny April Fool's Jokes &amp; Riddles,D.J. Arneson,Tor Books,0.0,http://images.amazon.com/images/P/0812516427.01.MZZZZZZZ.jpg
16963,0749314206,40012.0,Framed,Lynda La Plante,Mandarin,0.0,http://images.amazon.com/images/P/0749314206.01.MZZZZZZZ.jpg
16964,0345302575,18341.0,The Smoke Ring,Larry Niven,Del Rey Books,6.0,http://images.amazon.com/images/P/0345302575.01.MZZZZZZZ.jpg
16965,055357292X,176481.0,Heavy Weather,Bruce Sterling,Bantam,0.0,http://images.amazon.com/images/P/055357292X.01.MZZZZZZZ.jpg
16966,0345375610,70415.0,Light a Distant Fire,Lucia St. Clair Robson,Ballantine Books,9.0,http://images.amazon.com/images/P/0345375610.01.MZZZZZZZ.jpg
16967,0345318005,184299.0,Second Foundation (Foundation Novels (Paperback)),Isaac Asimov,Ballantine Books,0.0,http://images.amazon.com/images/P/0345318005.01.MZZZZZZZ.jpg
16968,0375413154,209756.0,Ball of Fire : The Tumultuous Life and Comic Art of Lucille Ball,STEFAN KANFER,Knopf,10.0,http://images.amazon.com/images/P/0375413154.01.MZZZZZZZ.jpg
16969,2070744396,87707.0,Presque rien sur presque tout: Roman,Jean d' Ormesson,Gallimard,0.0,http://images.amazon.com/images/P/2070744396.01.MZZZZZZZ.jpg
16970,0486404358,82831.0,Shakespeare: A Book of Quotations (Dover Thrift Editions),William Shakespeare,Dover Publications,0.0,http://images.amazon.com/images/P/0486404358.01.MZZZZZZZ.jpg
16971,1568657935,36836.0,Message In a Bottle,Nicholas Sparks,Bantam Doubleday Dell,0.0,http://images.amazon.com/images/P/1568657935.01.MZZZZZZZ.jpg
16972,0394800028,122321.0,The Cat in the Hat Comes Back (I Can Read It All by Myself Beginner Books),Dr. Seuss,Random House Books for Young Readers,8.0,http://images.amazon.com/images/P/0394800028.01.MZZZZZZZ.jpg
16973,2264013613,183329.0,Une nuit de chien,Juan Carlos Onetti,10-18,0.0,http://images.amazon.com/images/P/2264013613.01.MZZZZZZZ.jpg
16974,0373708033,151800.0,"Class Act (Superromance , No 803)",Laura Abbot,Harlequin,4.0,http://images.amazon.com/images/P/0373708033.01.MZZZZZZZ.jpg
16975,0515121495,50895.0,The List,Steven Paul Martini,Jove Books,7.0,http://images.amazon.com/images/P/0515121495.01.MZZZZZZZ.jpg
16976,0385504209,100906.0,The Da Vinci Code,Dan Brown,Doubleday,0.0,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg
16977,0688160670,208019.0,"Proud Spirit : Lessons, Insights &amp; Healing From 'the Voice Of The Spirit World'",Rosemary Altea,Perennial Currents,0.0,http://images.amazon.com/images/P/0688160670.01.MZZZZZZZ.jpg
16978,0971880107,70649.0,Wild Animus,Rich Shapero,Too Far,8.0,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg
16979,1931561648,77860.0,The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,MacAdam/Cage Publishing,9.0,http://images.amazon.com/images/P/1931561648.01.MZZZZZZZ.jpg
16980,0395383684,218121.0,Capyboppy,Bill Peet,Houghton Mifflin,10.0,http://images.amazon.com/images/P/0395383684.01.MZZZZZZZ.jpg
16981,0552998001,137688.0,Blackberry Wine,Joanne Harris,Black Swan,0.0,http://images.amazon.com/images/P/0552998001.01.MZZZZZZZ.jpg
16982,0156400936,206306.0,Her Blue Body Everything We Know: Earthling Poems 1965-1990 Complete,Alice Walker,Harvest Books,0.0,http://images.amazon.com/images/P/0156400936.01.MZZZZZZZ.jpg
16983,0060915188,23408.0,An American Childhood,Annie Dillard,Perennial,8.0,http://images.amazon.com/images/P/0060915188.01.MZZZZZZZ.jpg
16984,0373835124,13273.0,Darling Daughters,Debbie Macomber,Harlequin,0.0,http://images.amazon.com/images/P/0373835124.01.MZZZZZZZ.jpg
16985,0446519723,143011.0,Where the Heart Is: A Novel,Billie Letts,Warner Books,6.0,http://images.amazon.com/images/P/0446519723.01.MZZZZZZZ.jpg
16986,0399140093,31315.0,Mind Prey,John Sandford,Putnam Pub Group,10.0,http://images.amazon.com/images/P/0399140093.01.MZZZZZZZ.jpg
16987,0671644475,45136.0,The Conquest,Jude Deveraux,Pocket,5.0,http://images.amazon.com/images/P/0671644475.01.MZZZZZZZ.jpg
16988,0553382926,184424.0,The War on Choice : The Right-Wing Attack on Women's Rights and How to Fight Back,Gloria Feldt,Bantam,0.0,http://images.amazon.com/images/P/0553382926.01.MZZZZZZZ.jpg
16989,0345391241,16795.0,Meetings With Mary: Visions of the Blessed Mother,Janice T. Connell,Ballantine Books,8.0,http://images.amazon.com/images/P/0345391241.01.MZZZZZZZ.jpg
16990,0140113096,256781.0,In the Skin of a Lion,Michael Ondaatje,Penguin USA,10.0,http://images.amazon.com/images/P/0140113096.01.MZZZZZZZ.jpg
16991,0061091790,225810.0,After All These Years,Susan Isaacs,HarperTorch,0.0,http://images.amazon.com/images/P/0061091790.01.MZZZZZZZ.jpg
16992,0375401156,181411.0,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,Knopf,0.0,http://images.amazon.com/images/P/0375401156.01.MZZZZZZZ.jpg
16993,067975430X,212923.0,Germinal (Movie Tie in),Emile Zola,Vintage Books USA,0.0,http://images.amazon.com/images/P/067975430X.01.MZZZZZZZ.jpg
16994,0446531332,268932.0,Nights in Rodanthe,Nicholas Sparks,Warner Books,5.0,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg
16995,0373030932,123981.0,"Master Of Glen Crannach (Harlequin Romance, No 3093)",Linda Howard,Harlequin,0.0,http://images.amazon.com/images/P/0373030932.01.MZZZZZZZ.jpg
16996,0553110721,274061.0,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,Bantam Books,10.0,http://images.amazon.com/images/P/0553110721.01.MZZZZZZZ.jpg
16997,0140131604,196077.0,Leaving Home,Garrison Keillor,Penguin Books,0.0,http://images.amazon.com/images/P/0140131604.01.MZZZZZZZ.jpg
16998,0060228687,47701.0,The Great Snake Escape (An I Can Read Book),Molly Coxe,Harpercollins Juvenile Books,9.0,http://images.amazon.com/images/P/0060228687.01.MZZZZZZZ.jpg
16999,0312181426,74185.0,The Necessary Hunger: A Novel,Nina Revoyr,St. Martin's Press,5.0,http://images.amazon.com/images/P/0312181426.01.MZZZZZZZ.jpg
17000,0971880107,165654.0,Wild Animus,Rich Shapero,Too Far,0.0,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg
17001,0747266344,242259.0,The Woman Who Left,Josephine Cox,Trafalgar Square,0.0,http://images.amazon.com/images/P/0747266344.01.MZZZZZZZ.jpg
17002,9500274426,156876.0,Nefertiti,Guy Rachet,El Ateneo,8.0,http://images.amazon.com/images/P/9500274426.01.MZZZZZZZ.jpg
17003,0525939253,155650.0,Drag Queen,Robert Rodi,Penguin USA,0.0,http://images.amazon.com/images/P/0525939253.01.MZZZZZZZ.jpg
17004,0060192704,135149.0,"Beauty Fades, Dumb Is Forever: The Making of a Happy Woman",Judy Sheindlin,Cliff Street Books,0.0,http://images.amazon.com/images/P/0060192704.01.MZZZZZZZ.jpg
17005,155166593X,239063.0,Flowering Judas,Elizabeth Palmer,Mira Books,0.0,http://images.amazon.com/images/P/155166593X.01.MZZZZZZZ.jpg
17006,0767902041,201290.0,Tomcat in Love,Tim O'Brien,Broadway Books,0.0,http://images.amazon.com/images/P/0767902041.01.MZZZZZZZ.jpg
17007,0375705856,101305.0,Plainsong (Vintage Contemporaries),KENT HARUF,Vintage,8.0,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg
17008,0061056014,100658.0,Cat Under Fire : A Joe Grey Mystery,Shirley Rousseau Murphy,Avon,0.0,http://images.amazon.com/images/P/0061056014.01.MZZZZZZZ.jpg
17009,0316780375,197364.0,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,Back Bay Books,0.0,http://images.amazon.com/images/P/0316780375.01.MZZZZZZZ.jpg
17010,038079487X,137401.0,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,Perennial,0.0,http://images.amazon.com/images/P/038079487X.01.MZZZZZZZ.jpg
17011,1885983166,245157.0,A Journey With Elsa Cloud,Leila Hadley,Distributed Art Pub Inc,0.0,http://images.amazon.com/images/P/1885983166.01.MZZZZZZZ.jpg
17012,0449213323,245371.0,Murder in Georgetown (Capital Crime Mysteries),MARGARET TRUMAN,Fawcett,0.0,http://images.amazon.com/images/P/0449213323.01.MZZZZZZZ.jpg
17013,038072751X,227520.0,The Legend of Bagger Vance : A Novel of Golf and the Game of Life,Steven Pressfield,Perennial,0.0,http://images.amazon.com/images/P/038072751X.01.MZZZZZZZ.jpg
17014,0486411222,183146.0,Great Speeches by Native Americans (Dover Thrift Editions),Bob Blaisdell,Dover Publications,0.0,http://images.amazon.com/images/P/0486411222.01.MZZZZZZZ.jpg
17015,0399501487,101851.0,Lord of the Flies,William Gerald Golding,Perigee Trade,8.0,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg
17016,0440183057,132188.0,Stillwatch,MARY HIGGINS CLARK,Dell,6.0,http://images.amazon.com/images/P/0440183057.01.MZZZZZZZ.jpg
17017,0603553338,228313.0,Third Year at Malory Towers,Enid Blyton,Egmont Childrens Books,0.0,http://images.amazon.com/images/P/0603553338.01.MZZZZZZZ.jpg
17018,0440222877,173481.0,Missing Pieces,JOY FIELDING,Island Books,0.0,http://images.amazon.com/images/P/0440222877.01.MZZZZZZZ.jpg
17019,3426616904,143909.0,About a Boy,Nick Hornby,Distribooks,0.0,http://images.amazon.com/images/P/3426616904.01.MZZZZZZZ.jpg
17020,014131088X,73394.0,Speak,Laurie Halse Anderson,Speak,0.0,http://images.amazon.com/images/P/014131088X.01.MZZZZZZZ.jpg
17021,3596128862,276538.0,Abschied von der Macht,Farah Dustdar,Fischer Taschenbuch Verlag,0.0,http://images.amazon.com/images/P/3596128862.01.MZZZZZZZ.jpg
17022,0446322563,199025.0,August,Judith Rossner,Warner Books> C/o Little Br,0.0,http://images.amazon.com/images/P/0446322563.01.MZZZZZZZ.jpg
17023,0451199685,265115.0,False Pretenses,Catherine Coulter,Signet Book,0.0,http://images.amazon.com/images/P/0451199685.01.MZZZZZZZ.jpg
17024,0310708680,142523.0,GodQuest,Rick Osborne,Zonderkidz,0.0,http://images.amazon.com/images/P/0310708680.01.MZZZZZZZ.jpg
17025,0553576445,78783.0,Big Red Tequila,Rick Riordan,Bantam Books,0.0,http://images.amazon.com/images/P/0553576445.01.MZZZZZZZ.jpg
17026,0140067779,112881.0,Obasan,Joy Kogawa,Penguin Books,7.0,http://images.amazon.com/images/P/0140067779.01.MZZZZZZZ.jpg
17027,0451519000,192906.0,Animal Farm,George Orwell,Penguin Putnam~mass,0.0,http://images.amazon.com/images/P/0451519000.01.MZZZZZZZ.jpg
17028,1878424114,236948.0,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),Deepak Chopra,New World Library,10.0,http://images.amazon.com/images/P/1878424114.01.MZZZZZZZ.jpg
17029,0684869241,107103.0,The Burning Times: A Novel,Jeanne Kalogridis,Simon &amp; Schuster,7.0,http://images.amazon.com/images/P/0684869241.01.MZZZZZZZ.jpg
17030,1559029838,233917.0,Call of the Wild,Jack London,Selldowns/no More Orders,0.0,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg
17031,0886773628,198760.0,A Heroine of the World,Tanith Lee,New Amer Library,0.0,http://images.amazon.com/images/P/0886773628.01.MZZZZZZZ.jpg
17032,0836230094,128060.0,Love: : A Book Of Poetry (Little Books (Andrews &amp; McMeel)),Armand Eisen,Andrews McMeel Publishing,10.0,http://images.amazon.com/images/P/0836230094.01.MZZZZZZZ.jpg
17033,0679734775,187410.0,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,Vintage,7.0,http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg
17034,0679746048,62891.0,"Girl, Interrupted",SUSANNA KAYSEN,Vintage,0.0,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg
17035,059044297X,146113.0,"Clifford, the Big Red Dog (Clifford the Big Red Dog (Paperback))",Norman Bridwell,Scholastic,0.0,http://images.amazon.com/images/P/059044297X.01.MZZZZZZZ.jpg
17036,0451180224,123981.0,Criminal Seduction,Darian North,Signet Book,0.0,http://images.amazon.com/images/P/0451180224.01.MZZZZZZZ.jpg
17037,0879055545,166596.0,Never Ask a Man the Size of His Spread: A Cowgirl's Guide to Life,Gladiola Montana,Gibbs Smith Publishers,0.0,http://images.amazon.com/images/P/0879055545.01.MZZZZZZZ.jpg
17038,0553210246,222296.0,The Mayor of Casterbridge (Bantam Classics),Thomas Hardy,Bantam Books,0.0,http://images.amazon.com/images/P/0553210246.01.MZZZZZZZ.jpg
17039,0446606324,43246.0,The Winner,David Baldacci,Warner Vision,0.0,http://images.amazon.com/images/P/0446606324.01.MZZZZZZZ.jpg
17040,0061054674,252953.0,"Peril's Gate (Wars of Light and Shadow, Book 6)",Janny Wurts,Eos,10.0,http://images.amazon.com/images/P/0061054674.01.MZZZZZZZ.jpg
17041,0061082228,38781.0,Say You Love Me,Patricia Hagan,Harper Mass Market Paperbacks (Mm),8.0,http://images.amazon.com/images/P/0061082228.01.MZZZZZZZ.jpg
17042,0449217493,225810.0,Caribbean,James A. Michener,Fawcett Books,0.0,http://images.amazon.com/images/P/0449217493.01.MZZZZZZZ.jpg
17043,0836219864,174791.0,"How to Get Rich, Fall in Love, Lose Weight, and Solve All Your Problems by Saying \No\"" (Guisewite, Cathy. Cathy Coping Guide for the '80s.)""",Cathy Guisewite,Andrews McMeel Pub,0.0,http://images.amazon.com/images/P/0836219864.01.MZZZZZZZ.jpg
17044,0515093556,193615.0,Belinda,Anne Rice,Jove Books,0.0,http://images.amazon.com/images/P/0515093556.01.MZZZZZZZ.jpg
17045,1853714402,11676.0,Kissing the Frog,Anne Dunlop,Poolbeg Press,0.0,http://images.amazon.com/images/P/1853714402.01.MZZZZZZZ.jpg
17046,0440216745,89945.0,Whispers,BELVA PLAIN,Dell,8.0,http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg
17047,0807062022,228883.0,Principal Products of Portugal: Prose Pieces,Donald Hall,Beacon Press,9.0,http://images.amazon.com/images/P/0807062022.01.MZZZZZZZ.jpg
17048,0060188731,95131.0,Bel Canto,Ann Patchett,HarperCollins Publishers,0.0,http://images.amazon.com/images/P/0060188731.01.MZZZZZZZ.jpg
17049,0671582380,39773.0,DONT SWEAT THE SMALL STUFF WITH YOUR FAMILY CS : Simple Ways to Keep Daily Responsibilities and Household Chaos from Taking Over Your Life,Richard Carlson,Sound Ideas,0.0,http://images.amazon.com/images/P/0671582380.01.MZZZZZZZ.jpg
17050,037316422X,16966.0,"Sometimes A Lady (Harlequin American Romance, No. 422)",Laura Randall Wisdom,Harlequin,0.0,http://images.amazon.com/images/P/037316422X.01.MZZZZZZZ.jpg
17051,0316779059,76637.0,The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two,Martha Sears,"Little, Brown",9.0,http://images.amazon.com/images/P/0316779059.01.MZZZZZZZ.jpg
17052,0671794507,47925.0,Flavor of the Month,Olivia Goldsmith,Pocket,6.0,http://images.amazon.com/images/P/0671794507.01.MZZZZZZZ.jpg
17053,1888451491,179532.0,Headless (Little House on the Bowery),Benjamin Weissman,Akashic Books,9.0,http://images.amazon.com/images/P/1888451491.01.MZZZZZZZ.jpg
17054,0312864124,121577.0,The Young Savages,Fred Mustard Stewart,Forge,0.0,http://images.amazon.com/images/P/0312864124.01.MZZZZZZZ.jpg
17055,1562476661,2766.0,The Care &amp; Keeping of You: The Body Book for Girls (American Girl Library (Paperback)),Valorie Schaefer,Pleasant Company Publications,0.0,http://images.amazon.com/images/P/1562476661.01.MZZZZZZZ.jpg
17056,0345358074,257204.0,The Dark hand of Magic (Unschooled Wizard 3),Barbara Hambly,Del Rey Books,10.0,http://images.amazon.com/images/P/0345358074.01.MZZZZZZZ.jpg
17057,075222431X,255218.0,Fugitive From the Cubicle Police Dilbert,Scott Adams,Andrews Mcmeel,0.0,http://images.amazon.com/images/P/075222431X.01.MZZZZZZZ.jpg
17058,0515112089,235105.0,Eagle Station,Mark Berent,Jove Books,0.0,http://images.amazon.com/images/P/0515112089.01.MZZZZZZZ.jpg
17059,050552581X,98391.0,The Ride to Dinah's Wedding,Ann Kline,Love Spell,9.0,http://images.amazon.com/images/P/050552581X.01.MZZZZZZZ.jpg
17060,0743400003,140000.0,Murder On The Yellow Brick Road (Toby Peters Mysteries (Paperback)),Stuart M. Kaminsky,I Books,5.0,http://images.amazon.com/images/P/0743400003.01.MZZZZZZZ.jpg
17061,0679459626,223211.0,Flesh and Blood,Jonathan Kellerman,Random House,0.0,http://images.amazon.com/images/P/0679459626.01.MZZZZZZZ.jpg
17062,0812545249,189333.0,The Chronoliths,Robert Charles Wilson,Tor Books,0.0,http://images.amazon.com/images/P/0812545249.01.MZZZZZZZ.jpg
17063,0613271785,155778.0,Tara Road,Maeve Binchy,Sagebrush Bound,10.0,http://images.amazon.com/images/P/0613271785.01.MZZZZZZZ.jpg
17064,0440225825,78783.0,Move to Strike,Perri O'Shaughnessy,Island,0.0,http://images.amazon.com/images/P/0440225825.01.MZZZZZZZ.jpg
17065,0553261622,258185.0,Nebraska (Wagons West Series No. 2),Dana Fuller Ross,Bantam Books,8.0,http://images.amazon.com/images/P/0553261622.01.MZZZZZZZ.jpg
17066,0842345566,191575.0,More Than a Carpenter,Josh McDowell,Tyndale House Putlishers,6.0,http://images.amazon.com/images/P/0842345566.01.MZZZZZZZ.jpg
17067,0713461640,159732.0,Designing Garments on the Knitting Machine,Janet Nabney,Sterling Pub Co Inc,7.0,http://images.amazon.com/images/P/0713461640.01.MZZZZZZZ.jpg
17068,2070409678,32796.0,Double blanc,Yasmina Khadra,Gallimard,8.0,http://images.amazon.com/images/P/2070409678.01.MZZZZZZZ.jpg
17069,3746618487,123956.0,Die Poetin.,Guido Dieckmann,Aufbau Tb,8.0,http://images.amazon.com/images/P/3746618487.01.MZZZZZZZ.jpg
